ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,Transcriptions,AlternativeValues
mand1415-4-205-1,,mand1415,4-205,é,é,ə ³⁵,,yuhsiaojung2021,,,^ é$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),额;額
mand1415-4-207-1,,mand1415,4-207,hé,hé,x ə ³⁵,,yuhsiaojung2021,,,^ hé$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),颌;頜
mand1415-4-208-1,,mand1415,4-208,miànjiá,miànjiá,m j ɛ n ⁵¹ + tɕ j a ³⁵,,yuhsiaojung2021,,,^ miàn jiá$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),面颊;面頰
mand1415-4-209-1,,mand1415,4-209,xiàba,xiàba,ɕ j a ⁵¹ + p a ⁰,,yuhsiaojung2021,,,^ xià ba$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),下巴;下巴
mand1415-4-210-1,,mand1415,4-210,yǎnjing,yǎnjing,j a n ²¹⁴ + tɕ i ŋ ⁰,,yuhsiaojung2021,,,^ yǎn jing$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),眼睛;眼睛
mand1415-4-212-1,,mand1415,4-212,méimao,méimao,m əi ³⁵ + m au ⁰,,yuhsiaojung2021,,,^ méi mao$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),眉毛;眉毛
mand1415-4-213-1,,mand1415,4-213,yǎnpí,yǎnpí,j a n ²¹⁴ + pʰ i ³⁵,,yuhsiaojung2021,,,^ yǎn pí$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),眼皮;眼皮
mand1415-4-214-1,,mand1415,4-214,jiémáo,jiémáo,tɕ j ə ³⁵ + m au ³⁵,,yuhsiaojung2021,,,^ jié máo$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),睫毛;睫毛
mand1415-4-215-1,,mand1415,4-215,zhǎyǎn,zhǎyǎn,ʈʂ a ²¹⁴ + j a n ²¹⁴,,yuhsiaojung2021,,,^ zhǎ yǎn$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),眨眼;眨眼
mand1415-4-220-1,,mand1415,4-220,ěrduo,ěrduo,ɚ ²¹⁴ + t w ɔ ⁰,,yuhsiaojung2021,,,^ ěr duo$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),耳朵;耳朵
mand1415-4-221-1,,mand1415,4-221,ěrchuí,ěrchuí,ɚ ²¹⁴ + ʈʂ w əi ³⁵,,yuhsiaojung2021,,,^ ěr chuí$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),耳垂;耳垂
mand1415-4-222-1,,mand1415,4-222,ěrshǐ,ěrshǐ,ɚ ²¹⁴ + ʂ ʅ ²¹⁴,,yuhsiaojung2021,,,^ ěr shǐ$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),耳屎;耳屎
mand1415-4-230-1,,mand1415,4-230,bízi,bízi,p i ³⁵ + ts ɿ ⁰,,yuhsiaojung2021,,,^ bí zi$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),鼻子;鼻子
mand1415-4-231-1,,mand1415,4-231,bíkǒng,bíkǒng,p i ³⁵ + kʰ ʊ ŋ ²¹⁴,,yuhsiaojung2021,,,^ bí kǒng$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),鼻孔;鼻孔
mand1415-4-232-1,,mand1415,4-232,bítì,bítì,p i ³⁵ + tʰ i ⁵¹,,yuhsiaojung2021,,,^ bí tì$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),鼻涕;鼻涕
mand1415-4-240-1,,mand1415,4-240,zuǐ,zuǐ,ts w əi ²¹⁴,,yuhsiaojung2021,,,^ zuǐ$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),嘴;嘴
mand1415-4-241-1,,mand1415,4-241,huì,huì,x w əi ⁵¹,,yuhsiaojung2021,,,^ huì$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),喙;喙
mand1415-4-250-1,,mand1415,4-250,zuǐchún,zuǐchún,ts w əi ²¹⁴ + ʈʂ u n ³⁵,,yuhsiaojung2021,,,^ zuǐ chún$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),嘴唇;嘴唇
mand1415-4-260-1,,mand1415,4-260,shétou,shétou,ʂ ə ³⁵ + tʰ ɔu ⁰,,yuhsiaojung2021,,,^ shé tou$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),舌头;舌頭
mand1415-4-270-1,,mand1415,4-270,yáchǐ,yáchǐ,j a ³⁵ + ʈʂ ʅ ²¹⁴,,yuhsiaojung2021,,,^ yá chǐ$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),牙齿;牙齒
mand1415-4-271-1,,mand1415,4-271,yáyín,yáyín,j a ³⁵ + j i n ³⁵,,yuhsiaojung2021,,,^ yá yín$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),牙龈;牙齦
mand1415-4-272-1,,mand1415,4-272,jiùchǐ,jiùchǐ,tɕ j ɔu ⁵¹ + ʈʂ ʅ ²¹⁴,,yuhsiaojung2021,,,^ jiù chǐ$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),臼齿;臼齒
mand1415-4-280-1,,mand1415,4-280,jǐng,jǐng,tɕ i ŋ ²¹⁴,medical,yuhsiaojung2021,,,^ jǐng$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),颈;頸
mand1415-4-280-2,,mand1415,4-280,bózi,bózi,p w o ³⁵ + ts ɿ ⁰,colloquial,yuhsiaojung2021,,,^ bó zi$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),脖子;脖子
mand1415-4-281-1,,mand1415,4-281,bógěng,bógěng,p w o ³⁵ + k ə ŋ ²¹⁴,,yuhsiaojung2021,,,^ bó gěng$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),脖颈;脖頸
mand1415-4-290-1,,mand1415,4-290,yānhóu,yānhóu,j a n ⁵⁵ + x ɔu ³⁵,medical,yuhsiaojung2021,,,^ yān hóu$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),咽喉;咽喉
mand1415-4-290-2,,mand1415,4-290,hóulóng,hóulóng,x ɔu ³⁵ + l ʊ ŋ ³⁵,colloquial,yuhsiaojung2021,,,^ hóu lóng$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),喉咙;喉嚨
mand1415-4-300-1,,mand1415,4-300,jiān,jiān,tɕ j ɛ n ⁵⁵,medical,yuhsiaojung2021,,,^ jiān$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),肩;肩
mand1415-4-300-2,,mand1415,4-300,jiānbǎng,jiānbǎng,tɕ j ɛ n ⁵⁵ + p a ŋ ²¹⁴,colloquial,yuhsiaojung2021,,,^ jiān bǎng$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),肩膀;肩膀
mand1415-4-301-1,,mand1415,4-301,jiānjiǎgǔ,jiānjiǎgǔ,tɕ j ɛ n ⁵⁵ + tɕ j a ²¹⁴ + k u ²¹⁴,,yuhsiaojung2021,,,^ jiān jiǎ gǔ$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),肩胛骨;肩胛骨
mand1415-4-302-1,,mand1415,4-302,suǒgǔ,suǒgǔ,s w ɔ ²¹⁴ + k u ²¹⁴,,yuhsiaojung2021,,,^ suǒ gǔ$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),锁骨;鎖骨
mand1415-4-310-1,,mand1415,4-310,bì,bì,p i ⁵¹,medical,yuhsiaojung2021,,,^ bì$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),臂;臂
mand1415-4-310-2,,mand1415,4-310,gēbo,gēbo,k ə ⁵⁵ + p w o ⁰,colloquial,yuhsiaojung2021,,,^ gē bo$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),胳膊;胳膊
mand1415-4-312-1,,mand1415,4-312,yèwō,yèwō,j ə ⁵¹ + w ɔ ⁵⁵,,yuhsiaojung2021,,,^ yè wō$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),腋窝;腋窩
mand1415-4-320-1,,mand1415,4-320,zhǒu,zhǒu,ʈʂ ɔu ²¹⁴,,yuhsiaojung2021,,,^ zhǒu$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),肘;肘
mand1415-4-321-1,,mand1415,4-321,wànguānjié,wànguānjié,w a n ⁵¹ + k w a n ⁵⁵ + tɕ j ɛ ³⁵,,yuhsiaojung2021,,,^ wànguānjié $,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),腕关节;腕關節
mand1415-4-330-1,,mand1415,4-330,shǒu,shǒu,ʂ ɔu ²¹⁴,,yuhsiaojung2021,,,^ shǒu$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),手;手
mand1415-4-331-1,,mand1415,4-331,shǒuzhǎng,shǒuzhǎng,ʂ ɔu ²¹⁴ + ʈʂ a ŋ ²¹⁴,,yuhsiaojung2021,,,^ shǒu zhǎng$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),手掌;手掌
mand1415-4-340-1,,mand1415,4-340,shǒuzhǐ,shǒuzhǐ,ʂ ɔu ²¹⁴ + ʈʂ ʅ ²¹⁴,,yuhsiaojung2021,,,^ shǒu zhǐ$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),手指;手指
mand1415-4-342-1,,mand1415,4-342,mǔzhǐ,mǔzhǐ,m u ²¹⁴ + ʈʂ ʅ ²¹⁴,,yuhsiaojung2021,,,^ mǔ zhǐ$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),拇指;拇指
mand1415-4-344-1,,mand1415,4-344,shǒuzhījia,shǒuzhījia,ʂ ɔu ²¹⁴ + ʈʂ ʅ ⁵⁵ + tɕ j a ⁰,,yuhsiaojung2021,,,^ shǒuzhījia $,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),手指甲;手指甲
mand1415-4-345-1,,mand1415,4-345,zhuǎzi,zhuǎzi,ʈʂ w a ²¹⁴ + ts ɿ ⁰,,yuhsiaojung2021,,,^ zhuǎ zi$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),爪子;爪子
mand1415-4-350-1,,mand1415,4-350,tuǐ,tuǐ,tʰ w əi ²¹⁴,,yuhsiaojung2021,,,^ tuǐ$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),腿;腿
mand1415-4-351-1,,mand1415,4-351,dàtuǐ,dàtuǐ,t a ⁵¹ + tʰ w əi ²¹⁴,,yuhsiaojung2021,,,^ dà tuǐ$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),大腿;大腿
mand1415-4-352-1,,mand1415,4-352,tuǐdù,tuǐdù,tʰ w əi ²¹⁴ + t u ⁵¹,,yuhsiaojung2021,,,^ tuǐ dù$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),腿肚;腿肚
mand1415-4-360-1,,mand1415,4-360,xīguānjié,xīguānjié,ɕ i ⁵⁵ + k w a n ⁵⁵ + tɕ j ə ³⁵,,yuhsiaojung2021,,,^ xī guān jié$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),膝关节;膝關節
mand1415-4-370-1,,mand1415,4-370,jiǎo,jiǎo,tɕ j au ²¹⁴,,yuhsiaojung2021,,,^ jiǎo$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),脚;腳
mand1415-4-371-1,,mand1415,4-371,jiǎohuái,jiǎohuái,tɕ j au ²¹⁴ + x w ai ³⁵,,yuhsiaojung2021,,,^ jiǎo huái$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),脚踝;腳踝
mand1415-4-372-1,,mand1415,4-372,jiǎohòugēn,jiǎohòugēn,tɕ j au ²¹⁴ + x ɔu ⁵¹ + k ə n ⁵⁵,,yuhsiaojung2021,,,^ jiǎo hòu gēn$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),脚后跟;腳後跟
mand1415-4-374-1,,mand1415,4-374,jiǎoyìn,jiǎoyìn,tɕ j au ²¹⁴ + j i n ⁵¹,,yuhsiaojung2021,,,^ jiǎo yìn$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),脚印;腳印
mand1415-4-380-1,,mand1415,4-380,jiǎozhǐ,jiǎozhǐ,tɕ j au ²¹⁴ + ʈʂ ʅ ²¹⁴,,yuhsiaojung2021,,,^ jiǎo zhǐ$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),脚趾;腳趾
mand1415-4-392-1,,mand1415,4-392,chìbǎng,chìbǎng,ʈʂ ʅ ⁵¹ + p a ŋ ²¹⁴,,yuhsiaojung2021,,,^ chì bǎng$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),翅膀;翅膀
mand1415-4-393-1,,mand1415,4-393,yǔmáo,yǔmáo,ɥ y ²¹⁴ + m au ³⁵,,yuhsiaojung2021,,,^ yǔ máo$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),羽毛;羽毛
mand1415-4-400-1,,mand1415,4-400,xiōngtáng,xiōngtáng,ɕ j ʊ ŋ ⁵⁵ + tʰ a ŋ ³⁵,,yuhsiaojung2021,,,^ xiōng táng$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),胸膛;胸膛
mand1415-4-410-1,,mand1415,4-410,rǔfáng,rǔfáng,ʐ u ²¹⁴ + f a ŋ ³⁵,,yuhsiaojung2021,,,^ rǔ fáng$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),乳房;乳房
mand1415-4-412-1,,mand1415,4-412,rǔtóu,rǔtóu,ʐ u ²¹⁴ + tʰ ɔu ³⁵,,yuhsiaojung2021,,,^ rǔ tóu$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),乳头;乳頭
mand1415-4-420-1,,mand1415,4-420,rǔfáng,rǔfáng,ʐ u ²¹⁴ + f a ŋ ³⁵,,yuhsiaojung2021,,,^ rǔ fáng$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),乳房;乳房
mand1415-4-430-1,,mand1415,4-430,dùqí,dùqí,t u ⁵¹ + tɕʰ i ³⁵,,yuhsiaojung2021,,,^ dù qí$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),肚脐;肚臍
mand1415-4-440-1,,mand1415,4-440,xīnzàng,xīnzàng,ɕ i n ⁵⁵ + ts a ŋ ⁵¹,,yuhsiaojung2021,,,^ xīn zàng$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),心脏;心臟
mand1415-4-441-1,,mand1415,4-441,fèi,fèi,f əi ⁵¹,,yuhsiaojung2021,,,^ fèi$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),肺;肺
mand1415-4-450-1,,mand1415,4-450,gānzàng,gānzàng,k a n ⁵⁵ + ts a ŋ ⁵¹,,yuhsiaojung2021,,,^ gān zàng$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),肝脏;肝臟
mand1415-4-451-1,,mand1415,4-451,shèn,shèn,ʂ ə n ⁵¹,,yuhsiaojung2021,,,^ shèn$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),肾;腎
mand1415-4-452-1,,mand1415,4-452,pí,pí,pʰ i ³⁵,,yuhsiaojung2021,,,^ pí$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),脾;脾
mand1415-4-460-1,,mand1415,4-460,wèi,wèi,w əi ⁵¹,,yuhsiaojung2021,,,^ wèi$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),胃;胃
mand1415-4-461-1,,mand1415,4-461,cháng,cháng,ʈʂ a ŋ ³⁵,,yuhsiaojung2021,,,^ cháng$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),肠;腸
mand1415-4-462-1,,mand1415,4-462,yāo,yāo,j au ⁵⁵,,yuhsiaojung2021,,,^ yāo$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),腰;腰
mand1415-4-463-1,,mand1415,4-463,kuān,kuān,kʰ w a n ⁵⁵,,yuhsiaojung2021,,,^ kuān$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),髋;髖
mand1415-4-464-1,,mand1415,4-464,tún,tún,tʰ ʊ n ³⁵,,yuhsiaojung2021,,,^ tún$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),臀;臀
mand1415-4-470-1,,mand1415,4-470,zǐgōng,zǐgōng,ts ɿ ²¹⁴ + k ʊ ŋ ⁵⁵,,yuhsiaojung2021,,,^ zǐ gōng$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),子宫;子宮
mand1415-4-490-1,,mand1415,4-490,gāowán,gāowán,k au ⁵⁵ + w a n ³⁵,,yuhsiaojung2021,,,^ gāo wán$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),睾丸;睾丸
mand1415-4-492-1,,mand1415,4-492,yīnjīnɡ,yīnjīnɡ,j i n ⁵⁵ + tɕ i ŋ ⁵⁵,,yuhsiaojung2021,,,^ yīn jīnɡ$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),阴茎;陰莖
mand1415-4-510-1,,mand1415,4-510,hūxī,hūxī,x u ⁵⁵ + ɕ i ⁵⁵,,yuhsiaojung2021,,,^ hū xī$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),呼吸;呼吸
mand1415-4-520-1,,mand1415,4-520,dǎ hāqian,dǎ hāqian,t a ²¹⁴ + + x a ⁵⁵ + tɕʰ j ɛ n ⁰,,yuhsiaojung2021,,,^ dǎ + hā qian$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),打哈欠;打哈欠
mand1415-4-521-1,,mand1415,4-521,dǎ gé,dǎ gé,t a ²¹⁴ + + k ə ³⁵,,yuhsiaojung2021,,,^ dǎ + gé$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),打嗝;打嗝
mand1415-4-530-1,,mand1415,4-530,késou,késou,kʰ ə ³⁵ + s ɔu ⁰,,yuhsiaojung2021,,,^ késou $,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),咳嗽;咳嗽
mand1415-4-540-1,,mand1415,4-540,dǎ pēntì,dǎ pēntì,t a ²¹⁴ + + pʰ ə n ⁵⁵ + tʰ i ⁵¹,,yuhsiaojung2021,,,^ dǎ + pēn tì$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),打喷嚏;打噴嚏
mand1415-4-550-1,,mand1415,4-550,chū hàn,chū hàn,ʈʂ u ⁵⁵ + + x a n ⁵¹,,yuhsiaojung2021,,,^ chū + hàn$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),出汗;出汗
mand1415-4-560-1,,mand1415,4-560,tǔ kǒushuǐ,tǔ kǒushuǐ,tʰ u ²¹⁴ + + kʰ ɔu ²¹⁴ + ʂ w əi ²¹⁴,,yuhsiaojung2021,,,^ tǔ + kǒu shuǐ$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),吐口水;吐口水
mand1415-4-570-1,,mand1415,4-570,ǒutù,ǒutù,ɔu ²¹⁴ + tʰ u ⁵¹,,yuhsiaojung2021,,,^ ǒu tù$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),呕吐;嘔吐
mand1415-4-580-1,,mand1415,4-580,yǎo,yǎo,j au ²¹⁴,,yuhsiaojung2021,,,^ yǎo$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),咬;咬
mand1415-4-590-1,,mand1415,4-590,tiǎn,tiǎn,tʰ j ɛ n ²¹⁴,,yuhsiaojung2021,,,^ tiǎn$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),舔;舔
mand1415-4-591-1,,mand1415,4-591,liú kǒushuǐ,liú kǒushuǐ,l j ɔu ³⁵ + + kʰ ɔu ²¹⁴ + ʂ w əi ²¹⁴,,yuhsiaojung2021,,,^ liú + kǒu shuǐ$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),流口水;流口水
mand1415-4-610-1,,mand1415,4-610,shuì jiào,shuì jiào,ʂ w əi ⁵¹ + + tɕ j au ⁵¹,,yuhsiaojung2021,,,^ shuì + jiào$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),睡觉;睡覺
mand1415-4-612-1,,mand1415,4-612,dǎhān,dǎhān,t a ²¹⁴ + x a n ⁵⁵,,yuhsiaojung2021,,,^ dǎ hān$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),打鼾;打鼾
mand1415-4-620-1,,mand1415,4-620,zuò mèng,zuò mèng,ts w ɔ ⁵¹ + + m ə ŋ ⁵¹,,yuhsiaojung2021,,,^ zuò + mèng$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),做梦;做夢
mand1415-4-630-1,,mand1415,4-630,jiàoxǐng,jiàoxǐng,tɕ j au ⁵¹ + ɕ i ŋ ²¹⁴,,yuhsiaojung2021,,,^ jiào xǐng$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),叫醒;叫醒
mand1415-4-640-1,,mand1415,4-640,páiqì,páiqì,pʰ ai ³⁵ + tɕʰ i ⁵¹,,yuhsiaojung2021,,,^ pái qì$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),排气;排氣
mand1415-4-650-1,,mand1415,4-650,páiniào,páiniào,pʰ ai ³⁵ + n j au ⁵¹,,yuhsiaojung2021,,,^ pái niào$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),排尿;排尿
mand1415-4-660-1,,mand1415,4-660,páibiàn,páibiàn,pʰ ai ³⁵ + p j ɛ n ⁵¹,,yuhsiaojung2021,,,^ pái biàn$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),排便;排便
mand1415-4-670-1,,mand1415,4-670,xìngjiāo,xìngjiāo,ɕ i ŋ ⁵¹ + tɕ j au ⁵⁵,,yuhsiaojung2021,,,^ xìng jiāo$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),性交;性交
mand1415-4-680-1,,mand1415,4-680,chàndǒu,chàndǒu,ʈʂʰ a n ⁵¹ + t ɔu ²¹⁴,,yuhsiaojung2021,,,^ chàn dǒu$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),颤抖;顫抖
mand1415-4-690-1,,mand1415,4-690,xǐ zǎo,xǐ zǎo,ɕ i ²¹⁴ + + ts au ²¹⁴,,yuhsiaojung2021,,,^ xǐ + zǎo$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),洗澡;洗澡
mand1415-4-720-1,,mand1415,4-720,chūshēnɡ,chūshēnɡ,ʈʂ u ⁵⁵ + ʂ ə ŋ ⁵⁵,,yuhsiaojung2021,,,^ chū shēnɡ$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),出生;出生
mand1415-4-730-1,,mand1415,4-730,huáiyùn,huáiyùn,x w ai ³⁵ + ɥ y n ⁵¹,,yuhsiaojung2021,,,^ huái yùn$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),怀孕;懷孕
mand1415-4-732-1,,mand1415,4-732,huáiyùn,huáiyùn,x w ai ³⁵ + ɥ y n ⁵¹,,yuhsiaojung2021,,,^ huái yùn$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),怀孕;懷孕
mand1415-4-740-1,,mand1415,4-740,huó,huó,x w ɔ ³⁵,be alive,yuhsiaojung2021,,,^ huó$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),活;活
mand1415-4-740-2,,mand1415,4-740,shēnghuó,shēnghuó,ʂ ə ŋ ⁵⁵ + x w ɔ ³⁵,life (abstract),yuhsiaojung2021,,,^ shēng huó$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),生活;生活
mand1415-4-740-3,,mand1415,4-740,shēngmìng,shēngmìng,ʂ ə ŋ ⁵⁵ + m i ŋ ⁵¹,life (biological),yuhsiaojung2021,,,^ shēng mìng$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),生命;生命
mand1415-4-750-1,,mand1415,4-750,sǐ,sǐ,s ɿ ²¹⁴,die,yuhsiaojung2021,,,^ sǐ$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),死;死
mand1415-4-750-2,,mand1415,4-750,sǐwáng,sǐwáng,s ɿ ²¹⁴ + w a ŋ ³⁵,death,yuhsiaojung2021,,,^ sǐ wáng$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),死亡;死亡
mand1415-4-751-1,,mand1415,4-751,yānsǐ,yānsǐ,j a n ⁵⁵ + s ɿ ²¹⁴,,yuhsiaojung2021,,,^ yān sǐ$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),淹死;淹死
mand1415-4-760-1,,mand1415,4-760,shāsǐ,shāsǐ,ʂ a ⁵⁵ + s ɿ ²¹⁴,,yuhsiaojung2021,,,^ shā sǐ$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),杀死;殺死
mand1415-4-770-1,,mand1415,4-770,shītǐ,shītǐ,ʂ ʅ ⁵⁵ + tʰ i ²¹⁴,,yuhsiaojung2021,,,^ shī tǐ$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),尸体;屍體
mand1415-4-780-1,,mand1415,4-780,máizàng,máizàng,m ai ³⁵ + ts a ŋ ⁵¹,,yuhsiaojung2021,,,^ mái zàng$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),埋葬;埋葬
mand1415-4-790-1,,mand1415,4-790,fénmù,fénmù,f ə n ³⁵ + m u ⁵¹,,yuhsiaojung2021,,,^ fén mù$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),坟墓;墳墓
mand1415-4-810-1,,mand1415,4-810,qiáng,qiáng,tɕʰ j a ŋ ³⁵,,yuhsiaojung2021,,,^ qiáng$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),强;強
mand1415-4-820-1,,mand1415,4-820,ruǎnruò,ruǎnruò,ʐ w a n ²¹⁴ + ʐ w ɔ ⁵¹,,yuhsiaojung2021,,,^ ruǎn ruò$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),软弱;軟弱
mand1415-4-830-1,,mand1415,4-830,jiànkāng,jiànkāng,tɕ j ɛ n ⁵¹ + kʰ a ŋ ⁵⁵,,yuhsiaojung2021,,,^ jiàn kāng$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),健康;健康
mand1415-4-840-1,,mand1415,4-840,bìng,bìng,p i ŋ ⁵¹,short-term,yuhsiaojung2021,,,^ bìng$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),病;病
mand1415-4-840-2,,mand1415,4-840,jíbìng,jíbìng,tɕ i ³⁵ + p i ŋ ⁵¹,long-term,yuhsiaojung2021,,,^ jí bìng$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),疾病;疾病
mand1415-4-841-1,,mand1415,4-841,fāshāo,fāshāo,f a ⁵⁵ + ʂ au ⁵⁵,,yuhsiaojung2021,,,^ fā shāo$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),发烧;發燒
mand1415-4-842-1,,mand1415,4-842,jiǎzhuàngxiànzhǒng,jiǎzhuàngxiànzhǒng,tɕ j a ²¹⁴ + ʈʂ w a ŋ ⁵¹ + ɕ j ɛ n ⁵¹ + ʈʂ ʊ ŋ ²¹⁴,,yuhsiaojung2021,,,^ jiǎ zhuàng xiàn zhǒng$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),甲状腺肿;甲狀腺腫
mand1415-4-843-1,,mand1415,4-843,gǎnmào,gǎnmào,k a n ²¹⁴ + m au ⁵¹,,yuhsiaojung2021,,,^ gǎn mào$,default,Pinyin;StandOrth (Simplified);StandOrth (Traditional),感冒;感冒
